page	claim	claim_label	tags	claim_source_domain	claim_source_url	date
http://www.emergent.info/texas-plumbing-truck-isis	Claim: A Texas plumbing company's truck is now being used by militant Islamist fighters in Syria	true	['ISIS']			2014/12/19
http://www.emergent.info/macdonalds-overweight-customers	Claim: McDonald's will stop serving overweight customers	false	"['Fake News', ""McDonald's""]"			2014/12/19
http://www.emergent.info/NSA-elf-on-shelf	Claim: Popular Christmas toy Elf On The Shelf is an espionage project run by the National Security Agency	false	['Elf On the Shelf', 'Fake News', 'Hoaxes']			2014/12/17
http://www.emergent.info/Apple-Watch-two-hours-charge	Claim: The Apple Watch takes about two hours to charge	true	['Apple Watch', 'Apple Watch Battery', 'Matthew Panzarino', 'TechCrunch']			2015/03/06
http://www.emergent.info/heart-rate-glance	Claim: The Apple Watch will include a feature called Heart Rate Glance	true	['9to5 Mac', 'Apple Watch', 'Apple Watch Features', 'Mark Gurman']			2015/03/06
http://www.emergent.info/default-Apple-Watch-glances	Claim: There are 10 default Glances on the Apple Watch	unverified	['9to5 Mac', 'Apple Watch', 'Apple Watch Features', 'Mark Gurman']			2015/03/06
http://www.emergent.info/Apple-Watch-5-hours-heavy-use	Claim: The Apple Watch will offer 5 hours of heavy application use	unverified	['9to5 Mac', 'Apple Watch', 'Apple Watch Battery', 'Mark Gurman']			2015/03/06
http://www.emergent.info/Apple-Watch-email	Claim: The launch version of the Apple Watch OS does not support email replies	unverified	['9to5 Mac', 'Apple Watch', 'Apple Watch Features', 'Mark Gurman']			2015/03/06
http://www.emergent.info/Apple-Watch-Edition-4500	Claim: The gold Apple Watch Edition will cost $4,500 USD	false	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Financial Times', 'Nick Foulkes']			2015/03/06
http://www.emergent.info/19-million-watches-in-2015	Claim: Apple will sell 19 million Apple Watches in 2015	unverified	['Apple Watch', 'Apple Watch Sales', 'BMO Capital Markets', 'Keith Bachman']			2015/03/06
http://www.emergent.info/Apple-Watch-diagnostics-port	Claim: The Apple Watch will ship with a diagnostics port	unverified	['Apple Watch', 'Matthew Panzarino', 'TechCrunch']			2015/03/05
http://www.emergent.info/Watch-sell-15-million-2015	Claim: Apple will sell 15 million Apple Watches in 2015	unverified	['Apple Watch', 'Apple Watch Sales', 'Neil Mawston', 'Strategy Analytics']			2015/03/05
http://www.emergent.info/ios-8dot2-launch	Claim: Apple will release iOS 8.2 on March 9	true	['BGR', 'iOS', 'Jonathan S. Geller']			2015/03/05
http://www.emergent.info/custom-engraving-Apple-Watch	Claim: Apple will offer custom engraving on the Apple Watch	unverified	['Apple Watch', 'Engraving', 'iPhoneNote']			2015/03/05
http://www.emergent.info/apple-tv-refresh	Claim: Apple will reveal a refreshed Apple TV at the March 9th Spring Forward Event	false	['Andrew Cunningham', 'Apple', 'Apple TV', 'Ars Technica']			2015/03/05
http://www.emergent.info/apple-itunes-beats-subscription	Claim: Apple will not reveal the iTunes subscription service based on Beats Music at the March 9th Spring Forward Event	true	['9to5 Mac', 'Apple', 'iTunes', 'Mark Gurman']			2015/03/05
http://www.emergent.info/apple-macbook-air-refresh	Claim: Apple will announce a refreshed MacBook Air models at the March 9th Spring Forward Event	true	['Andrew Cunningham', 'Apple', 'Ars Technica', 'MacBook Air']			2015/03/05
http://www.emergent.info/Apple-Watch-Edition-5000	Claim: The Apple Watch Edition will cost $5,000	false	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Marco Arment']			2015/03/04
http://www.emergent.info/apple-macbook-air-12	Claim: Apple will announce a 12-inch MacBook Air Retina at the March 9th Spring Forward Event	true	['Apple', 'MacBook Air', 'The Michael Report']			2015/03/04
http://www.emergent.info/apple-tv-hbo-now	Claim: HBO Now streaming subscription is coming to Apple TV	true	['Apple TV', 'HBO', 'International Business Times', 'Michael Learmonth']			2015/03/04
http://www.emergent.info/apple-watch-limited-access	Claim: Developers have limited access to Apple Watch sensors and features, to make simpler apps that don't drain battery	unverified	['Apple Watch', 'Apple Watch Battery', 'Business Insider', 'Steven Tweedie']			2015/03/04
http://www.emergent.info/apple-pad-pro	Claim: Apple delayed production of a 12-inch iPad Pro and will not announce it at the March 9th event	true	['Apple', 'Bloomberg', 'iPad', 'Tim Culpan', 'Tim Higgins']			2015/03/04
http://www.emergent.info/stainless-Apple-Watch-price	Claim: The stainless steel Apple Watch will be priced between $499 and $549 USD	true	['Apple Watch', 'Apple Watch Price', 'Gene Munster', 'Piper Jaffray']			2015/03/03
http://www.emergent.info/Apple-Watch-Edition-price	Claim: The gold Apple Watch Edition will start at $4,999 USD	false	['Apple Watch', 'Apple Watch Price', 'Gene Munster', 'Piper Jaffray']			2015/03/03
http://www.emergent.info/Apple-Watch-launch-Germany	Claim: The Apple Watch will be available in Germany at launch	true	['9to5 Mac', 'Apple Watch', 'Germany', 'Mark Gurman']			2015/03/02
http://www.emergent.info/LG-Apple-Watch-screens	Claim: LG will supply the screens for the Apple Watch that goes on sale in April	unverified	['Apple Watch', 'Apple Watch Components', 'Electronic Times']			2015/03/02
http://www.emergent.info/pop-up-apple-shop-Selfridges	Claim: Apple will open a pop-up Apple Watch store in London's Selfridges department store	unverified	['Apple Watch', 'Joe Rossignol', 'London', 'MacRumors', 'Selfridges']			2015/03/01
http://www.emergent.info/8dot2-release-march-2	Claim: Apple will release iOS 8.2 March 2	false	['BGR', 'iOS', 'Jonathan S. Geller']			2015/02/27
http://www.emergent.info/Apple-Watch-power-reserve	Claim: The Apple Watch will include a feature called Power Reserve	true	['Apple Watch', 'Apple Watch Battery', 'Brian X. Chen', 'New York Times']			2015/02/27
http://www.emergent.info/Apple-Edition-cost-10k	Claim: The larger Apple Watch Edition will cost $10,000	true	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Grail Watch', 'Stephen Foskett']			2015/02/27
http://www.emergent.info/Apple-Watch-Edition-not-online	Claim: The gold Apple Watch Edition will not be sold online or by mail	unverified	['Apple Watch', 'Apple Watch Edition', 'Grail Watch', 'Stephen Foskett']			2015/02/27
http://www.emergent.info/Apple-Watch-gold-950	Claim: The gold Apple Watch Edition will retail for $950 USD	false	"['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', ""Baron's"", 'Citigroup', 'Jim Suva']"			2015/02/27
http://www.emergent.info/Apple-Watch-purchased-Apple-only	Claim: The Apple Watch will only be sold from the Apple Store and website at launch	false	"['Apple Watch', ""Baron's"", 'Citigroup', 'Jim Suva']"			2015/02/27
http://www.emergent.info/stainless-steel-Apple-Watch-550	Claim: The stainless steel Apple Watch will cost $550 USD	true	"['Apple Watch', 'Apple Watch Price', ""Baron's"", 'Citigroup', 'Jim Suva']"			2015/02/27
http://www.emergent.info/Watch-launch-US-only	Claim: The Apple Watch will only be available in the U.S. at launch	false	"['Apple Watch', ""Baron's"", 'Citigroup', 'Jim Suva']"			2015/02/27
http://www.emergent.info/Apple-Watch-ship-date	Claim: The Apple Watch will begin shipping on April 16	false	"['Apple Watch', 'Apple Watch Ship Date', ""Baron's"", 'Citigroup', 'Jim Suva']"			2015/02/27
http://www.emergent.info/Apple-Watch-in-the-shower	Claim: The Apple Watch is sufficiently water resistant to wear in the shower	unverified	['Apple Watch', 'Florian Innocente', 'Germany', 'iGen.fr']			2015/02/25
http://www.emergent.info/hundred-thousand-watch-apps	Claim: There will be 100,000 or more Apple Watch Apps in the AppStore by April 10	unverified	['Apple Watch', 'Apple Watch Apps', 'Global Equities Research', 'Trip Chowdhry']			2015/02/23
http://www.emergent.info/Gruber-Apple-Watch-Edition-10k	Claim: The gold Apple Watch Edition will cost $9,999 USD	true	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Daring Fireball', 'Jon Gruber']			2015/02/20
http://www.emergent.info/Watch-pop-up-store-paris	 Claim: Apple will open a pop-up Apple Watch store in Paris' Galeries Lafayette	unverified	['9to5 Mac', 'Apple Watch', 'Mark Gurman']			2015/02/19
http://www.emergent.info/gold-Apple-Watch-under-4500	Claim: The gold Apple Watch edition will cost under $4,500 USD	false	['9to5 Mac', 'Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Reader Poll']			2015/02/19
http://www.emergent.info/apple-watch-edition-price	Claim: The Apple Watch Edition will retail for $4,000 or more	true	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Daisuke Wakabayashi', 'Lorraine Luk', 'Wall Street Journal']			2015/02/17
http://www.emergent.info/five-million-watch-run	Claim: Apple has ordered at least 5 million watches for its first run	unverified	['Apple Watch', 'Daisuke Wakabayashi', 'Lorraine Luk', 'Manufacturing', 'Wall Street Journal']			2015/02/17
http://www.emergent.info/Apple-ship-20-million-Watches	Claim: Apple will sell 20 million Watches in 2015	unverified	['Apple Watch', 'Apple Watch Sales', 'Ben Wood', 'CSS Insight']			2015/02/17
http://www.emergent.info/smaller-Apple-Watch-edition-price	Claim: The smaller gold Apple Watch Edition will cost $7,999 USD.	false	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Grail Watch', 'Stephen Foskett']			2015/02/16
http://www.emergent.info/apple-watch-blood-pressure	Claim: Apple removed from Apple Watch a sensor that would monitor blood-pressure	unverified	['Apple Watch', 'Apple Watch Components', 'Daisuke Wakabayashi', 'Wall Street Journal']			2015/02/16
http://www.emergent.info/apple-watch-skin-conductivity	Claim: Apple removed from Apple Watch a skin-conductivity sensor that would give a more accurate heart rate	unverified	['Apple Watch', 'Apple Watch Components', 'Daisuke Wakabayashi', 'Wall Street Journal']			2015/02/16
http://www.emergent.info/Apple-Watch-straps-available-at-launch	Claim: Apple have different Watch bands for sale at launch	true	['9to5 Mac', 'Apple Watch', 'Apple Watch Accessories', 'Jordan Kahn']			2015/02/15
http://www.emergent.info/Apple-Watch-Edition-display	Claim: Apple will create special 'store-within-a-store spaces' for the Apple Watch Edition	false	['Apple Watch', 'Apple Watch Edition', 'Grail Watch', 'Stephen Foskett']			2015/02/15
http://www.emergent.info/LG-OLED-display-Apple+Watch	Claim: LG will be the sole supplier of OLED displays for the Apple Watch	unverified	['Apple Watch', 'Apple Watch Components', 'J.J. Park', 'Morgan Stanley']			2015/02/13
http://www.emergent.info/apple-watch-apple-store-launch	Claim: Apple Watch will only be sold in Apple Stores at launch	false	['Apfelpage', 'Apple Watch', 'Apple Watch Sales', 'Philipp Tusch']			2015/02/13
http://www.emergent.info/apple-watch-digital-crown	Claim: The Digital Crown on the Apple Watch will come in different colors.	unverified	['Apple Watch', 'Apple Watch Components', 'Dan Moren', 'Six Colors']			2015/02/12
http://www.emergent.info/apple-watch-customize-crown	Claim: When you buy your Apple Watch you will choose your Crown color	unverified	['Apple Watch', 'Apple Watch Components', 'Dan Moren', 'Six Colors']			2015/02/12
http://www.emergent.info/oil-pipeline-saudi	Claim: An oil pipeline exploded in Saudi Arabia	false	['Pipelines', 'Saudi Arabia']			2014/11/05
http://www.emergent.info/iphone6-plus-reinforced	Claim: Apple added additional reinforcement to its iPhone 6 Plus to ensure it doesn't bend	unverified	['Apple', 'iPhone']			2014/10/31
http://www.emergent.info/lenovo-blackberry-bid	Claim: Lenovo will make a bid to buy Blackberry	unverified	[]			2014/10/20
http://www.emergent.info/amazon-store-ny	Claim: Amazon will open its first physical store in NY this year	false	['Amazon']			2014/10/09
http://www.emergent.info/comcast-fired	Claim: Comcast got a man fired from his job after he complained about the company's service	unverified	[]			2014/10/08
http://www.emergent.info/iphone-hairgate	Claim: The iPhone 6 pulls out facial hair when being used	unverified	[]			2014/10/07
http://www.emergent.info/bezos-wash-post-kindle	Claim: The Washington Post is developing a new app that will be pre-installed on the new Kindle Fire	true	[]			2014/10/06
http://www.emergent.info/google-pacific-shores	Claim: Google will purchase roughly half of Pacific Shores office park	true	['Google', 'Real Estate']			2014/10/05
http://www.emergent.info/HP-Split	Claim Hewlett-Packard will split itself into two separate companies	true	[]			2014/10/05
http://www.emergent.info/ios8-reset-bug	"Claim: 'Reset All Settings"" option in iOS 8 deletes iWork files"	unverified	[]			2014/09/30
http://www.emergent.info/beats-shutdown	Claim: Apple will shutdown Beats Music	unverified	[]			2014/09/22
http://www.emergent.info/comcast-tor	Claim: Comcast is telling customers Tor is illegal to use	false	[]			2014/09/15
http://www.emergent.info/apple-path	Claim: Apple is buying Path	unverified	[]			2014/09/10
http://www.emergent.info/ms-mojang	Claim: Microsoft is going to acquire Mojang AB	true	[]			2014/09/09
http://www.emergent.info/tesla-nevada	Claim: Tesla is building its gigfactory in Nevada	true	[]			2014/09/03
http://www.emergent.info/apple-12-inch-Macbook-air	"Claim: Apple will launch a 12"" MacBook Air in 2015"	true	['9to5 Mac', 'Apple', 'MacBook Air', 'Mark Gurman']			2014/01/07
http://www.emergent.info/nigerian-women-fought-off-boko-haram	Claim: Image shows a group of Nigerian women armed with AK-47s who saved a town and school from Boko Haram	false	['Boko Haram', 'Mali', 'Nigeria']			2015/02/01
http://www.emergent.info/Wanted-Suspect-Facebook-Cops	Claim: After Canadian police published a 'wanted' post on Facebook, the target replied and later turned himself in	true	['Canada', 'Crime', 'Facebook', 'Newfoundland', 'RCMP']			2015/01/29
http://www.emergent.info/Kei-Nishikori-highest-paid-tennis-player	Claim: Kei Nishikori is the world's highest-paid tennis  player	false	['ESPN', 'Fake News', 'Hoaxes', 'Kei Nishikori', 'Tennis']			2015/01/26
http://www.emergent.info/Helric-Fredou-charlie-hebdo-suicide	Claim: The police officer leading the Charlie Hebdo investigation committed suicide	false	['Charlie Hebdo', 'Police', 'Suicide']			2015/01/12
http://www.emergent.info/fake-BBC-website-charlie-hebdo	Claim: The BBC carried a report that questions the official version of the Charlie Hebdo murders	false	['Charlie Hebdo', 'Fake News', 'Hoaxes']			2015/01/12
http://www.emergent.info/man-fired-after-skipping-24-years-work	Claim: The Indian government fired an employee who hadn't been to work in 24 years	true	['Government Worker', 'India']			2015/01/10
http://www.emergent.info/mother-attempts-to-sell-son	Claim: A Chinese mother attempted to sell her son to pay for his twin sister's lifesaving medical treatment	unverified	['CEN', 'China']			2015/01/08
http://www.emergent.info/ISIS-ebola	Claim: Some ISIS fighters have contracted Ebola	false	['Ebola', 'ISIS']			2015/01/02
http://www.emergent.info/isis-scorpion-bombs	Claim: ISIS is dropping bombs containing live scorpions 	unverified	['Iraq', 'ISIS']			2014/12/16
http://www.emergent.info/polar-bear-asbo	Claim: A mechanical polar bear in the U.K. was threatened with an Anti-Social Behaviour Order (ASBO)	false	['ASBO']			2014/12/15
http://www.emergent.info/magic-mushrooms-buckingham-palace	Claim: Magic mushrooms were found in a Buckingham Palace garden	unverified	['Buckingham Palace']			2014/12/14
http://www.emergent.info/pope-francis-pets-in-heaven	Claim: Pope Francis told a boy whose dog had died that “Paradise is open to all of God’s creatures” 	false	['Pope Francis']			2014/12/14
http://www.emergent.info/ISIS-selling-james-foley-body	Claim: ISIS is trying to sell the remains of James Foley	unverified	['Beheading', 'ISIS', 'James Foley']			2014/12/11
http://www.emergent.info/there-can-only-be-one-kim-jong-un	Claim: North Korea issued a directive that anyone with the name Kim Jong Un must change it	unverified	['Kim Jong Un', 'North Korea']			2014/12/04
http://www.emergent.info/Abu-Bakr-al-Baghdadi-wife-son-arrested	Claim: A wife and child of ISIS leader Abu Bakr al-Baghdadi were detainted in Lebanon	unverified	['Abu Bakr al-Baghdadi', 'ISIS']			2014/12/03
http://www.emergent.info/gill-rosenberg-captured-isis	Claim: Canadian-Israeli Gill Rosenberg captured by ISIS while fighting with Kurdish forces	false	['ISIS']			2014/11/30
http://www.emergent.info/Mother-kills-25-Taliban	Claim: An Afghan woman avenged her son's death by helping kill 25 Taliban fighters	unverified	['Afghanistan', 'Taliban']			2014/11/28
http://www.emergent.info/jong-un-cobra-wine	"Claim: Kim Jong Un is drinking ""cobra wine"" to help restore his virility"	unverified	['Kim Jong Un', 'North Korea']			2014/11/25
http://www.emergent.info/magneto-boy-attracts-metal	Claim: A Russian boy attracts metal objects with his body after being hit with jolt of electricity 	unverified	['Russia']			2014/11/19
http://www.emergent.info/Jihadi-John-wounded	Claim: ISIS fighter 'Jihadi John' was injured in an airstrike	unverified	['Beheading', 'ISIS', 'Jihadi John']			2014/11/16
http://www.emergent.info/putin-penis-motorcade	Claim: A photo shows Vladimir Putin traveled in a penis-shaped motorcade	false	['Photo', 'Russia', 'Vladimir Putin']			2014/11/10
http://www.emergent.info/suspects-rounded-up	Claim: 90 people in Canada suspected of joining, or trying to join, ISIS were rounded up by authorities	unverified	['Canada', 'ISIS']			2014/10/24
http://www.emergent.info/ottawa-shooter-identified	Claim: The attacker shot and killed on Parliament Hill is named  Michael Zehaf-Bibeau	true	['Canada', 'Michael Sehaf-Bibeau', 'Ottawa Shooting', 'Shootings']			2014/10/22
http://www.emergent.info/kevin-vickers-shot-gunman	Claim: Kevin Vickers, the Sergeant-at-Arms in the House of Commons, shot a gunman on Parliament Hill	unverified	['Canada', 'Kevin Vickers', 'Ottawa Shooting', 'Parliament Hill', 'Shootings']			2014/10/22
http://www.emergent.info/soldier-shot-parliament-hill	Claim: A soldier was shot at the War Memorial in Ottawa, Canada	true	[]			2014/10/22
http://www.emergent.info/isis-chemical-weapons-kobane	Claim: ISIS used chemical weapons in Kobane	unverified	[]			2014/10/21
http://www.emergent.info/ISIS-airdrop-weapons	Claim: ISIS captured a U.S. airdrop of weapons intended for Kurdish fighters	true	[]			2014/10/21
http://www.emergent.info/nigeria-boko-haram-deal	Claim: The Nigerian government and Boko Haram have reached a ceasefire agreement	false	[]			2014/10/17
http://www.emergent.info/isis-fighter-jets	Claim: ISIS fighters are being trained to fly three captured fighter jets	unverified	[]			2014/10/17
http://www.emergent.info/ISIs-beheads-own-fighters	Claim: ISIS executed two of its own fighters in Al-Bukamal	unverified	[]			2014/10/16
http://www.emergent.info/kim-jong-un-hurt-leg	Claim: Kim Jong Un hurt his leg during military exercises	unverified	[]			2014/10/09
http://www.emergent.info/ISIS-fighters-border	Claim: ISIS fighters were caught trying to enter the U.S. via the U.S.-Mexico border	false	['ISIS']			2014/10/09
http://www.emergent.info/cub-of-baghdadi	Claim: A child soldier with ISIS was killed in battle, making him youngest Islamic State fighter to die	unverified	['ISIS']			2014/10/08
http://www.emergent.info/mass-grave-mexico	Claim: Mass grave found in Mexico holds bodies of missing students	false	[]			2014/10/05
http://www.emergent.info/jong-un-sister	Claim: Kim Jong Un's sister has been put in charge of the country	unverified	[]			2014/10/03
http://www.emergent.info/jong-un-ankles	Claim: Kim Jong Un broke both of his ankles	unverified	['King Jong Un', 'North Korea']			2014/09/30
http://www.emergent.info/ISIS-baghdad	ISIS is a mile away from Baghdad	unverified	['Iraq', 'ISIS']			2014/09/29
http://www.emergent.info/trans-teen-suicide-note	Claim: Transgender teenager Leelah Alcorn committed suicide and left a note on her Tumblr	unverified	['Leelah Alcorn', 'LGBTQ', 'Suicide']			2014/12/31
http://www.emergent.info/man-escorted-off-plane-merry-christmas	"Claim: A man was removed from an American Airlines flight after he became upset due to being wished a ""Merry Christmas"" by the crew"	true	['Air Rage', 'American Airlines']			2014/12/25
http://www.emergent.info/time-capsule-unearthed	Claim: A 113-year-old time capsule was found hidden inside a lion statue in Boston	true	['Boston']			2014/12/13
http://www.emergent.info/ferguson-protest-sign	"A Ferguson protester held up a sign that read, ""No mother should have to fear for her son's life every time he robs a store."""	false	['Ferguson', 'Protest']			2014/12/03
http://www.emergent.info/-woman-shot-rubber-bullet-ferguson	Claim: A woman lost her eye after being hit with a bean bag shot by police in Ferguson	true	['Ferguson', 'Police Shootings']			2014/11/27
http://www.emergent.info/black-friday-plot-hoax	Claim: There was a terrorist plot to target Black Friday shopppers	false	['Hoaxes', 'Terrorism']			2014/11/26
http://www.emergent.info/self-rape-law-hoax	"Claim: An Arizona boy was charged with ""self-rape"" after his mother caught him masturbating"	false	['Fake News', 'Hoaxes']			2014/11/25
http://www.emergent.info/elon-university-freshman-ban	Claim: Elon University has banned use of the term 'freshman'	false	['Elon University', 'Freshman', 'University']			2014/11/23
http://www.emergent.info/fsu-shooter-myron-may	Claim: The Floria State University shooter is named Myron May	true	['Florida State University', 'School Shootings']			2014/11/20
http://www.emergent.info/texas-turkey-farm-ebola-hoax	Claim: A Texas turkey farm was contaminated with Ebola	false	['Ebola', 'Fake News', 'Texas']			2014/11/16
http://www.emergent.info/ny-marijuana-tickets	Claim: New York Police will start issuing tickets, rather than make arrests, for small amounts of marijuana	true	['Marijuana', 'NYC', 'Police']			2014/11/10
http://www.emergent.info/ebola-purdon-hoax	Claim: The town of Purdon, Texas was quarantined after a family of five tested positive for Ebola	false	['Ebola', 'Fake News', 'Hoaxes', 'National Report', 'Texas']			2014/10/15
http://www.emergent.info/fort-carson-lockdown	Claim: Fort Carson is locked down because of a missing nuclear weapon	false	[]			2014/10/14
http://www.emergent.info/ebola-frisco	Claim: A man in Frisco, Texas being examined for Ebola came into direct contact with Ebola victim Thomas E. Duncan	false	[]			2014/10/08
http://www.emergent.info/white-house-fence-jumper-made-it-inside	Claim: White House fence-jumper made it inside the main floor	true	[]			2014/09/29
http://www.emergent.info/Foley-ransom	Claim: The US threatened to prosecute the family of slain journalist James Foley	unverified	[]			2014/09/23
http://www.emergent.info/shooting-recording	Claim: There's an audio recording of the Michael Brown shooting	true	['Michael Brown', 'Police Shootings']			2014/08/26
http://www.emergent.info/foley-executioner-gitmo	Claim: A former Guantanamo Bay prisoner executed journalist James Wright Foley.	unverified	[]			2014/08/22
